domain,sld,len,score,dict_hits_edge,full_segmentation,dict_bonus,single_bonus,suffix_bonus,tech_bonus,nature_bonus,values_bonus,compound_bonus,misspelling,len_penalty,price_usd,bid_count,end_date,permalink
useongoing.com,useongoing,10,12,True,True,8,2,2,0,0,0,0,0,0,15,0,2025-10-27T15:00:00.000Z,https://www.namecheap.com/market/sale/8ixBXsxz1mdH7qH7owmZLk/
saleenable.com,saleenable,10,12,True,True,8,2,2,0,0,0,0,0,0,15,0,2025-10-20T15:00:00.000Z,https://www.namecheap.com/market/sale/wVUbCdAcsN8AuAr1zgfwiw/
coverfair.com,coverfair,9,12,True,True,8,2,0,1,0,1,0,0,0,15,0,2025-10-29T15:00:00.000Z,https://www.namecheap.com/market/sale/xkriDRNpe2H4UCBfzAb5SC/
trainpulse.com,trainpulse,10,12,True,True,8,2,0,1,1,0,0,0,0,15,0,2025-11-02T15:00:00.000Z,https://www.namecheap.com/market/sale/b3NeLibvvFXKE9zH2DoyEE/
trainerski.com,trainerski,10,12,True,True,8,2,0,1,1,0,0,0,0,15,0,2025-11-01T15:00:00.000Z,https://www.namecheap.com/market/sale/5aiLeTQFhkLEkqtaSqZWXj/
rainnewsit.com,rainnewsit,10,12,True,True,8,2,0,1,1,0,0,0,0,15,0,2025-10-31T15:00:00.000Z,https://www.namecheap.com/market/sale/sa61jRcjdw7LkS5MLT4QAg/
capour.com,capour,6,11,True,True,8,3,0,0,0,0,0,0,0,15,0,2025-10-21T15:00:00.000Z,https://www.namecheap.com/market/sale/tmj4D5g5bL6GxUirQ6FwJV/
wayshe.com,wayshe,6,11,True,True,8,3,0,0,0,0,0,0,0,15,0,2025-10-23T15:00:00.000Z,https://www.namecheap.com/market/sale/opJ6BBspGLKA8z8XRGRGYP/
baroil.com,baroil,6,11,True,True,8,3,0,0,0,0,0,0,0,2,0,2025-11-08T16:00:00.000Z,https://www.namecheap.com/market/sale/cnTGwPzx31Vdd5LfFfS7gr/
digfun.com,digfun,6,11,True,True,8,3,0,0,0,0,0,0,0,15,0,2025-11-01T15:00:00.000Z,https://www.namecheap.com/market/sale/xk247CSsZPysNkAiPCqVKF/
bitfur.com,bitfur,6,11,True,True,8,3,0,0,0,0,0,0,0,2,0,2025-11-07T16:00:00.000Z,https://www.namecheap.com/market/sale/iiHZhRpziYsdgWWqz215xi/
banego.com,banego,6,11,True,True,8,3,0,0,0,0,0,0,0,1,0,2025-11-04T16:00:00.000Z,https://www.namecheap.com/market/sale/7BMM4ARn6U9sT22jx2J6jY/
fixjar.com,fixjar,6,11,True,True,8,3,0,0,0,0,0,0,0,15,0,2025-10-31T15:00:00.000Z,https://www.namecheap.com/market/sale/4RFxiT9qnrZowz1f3cUg4P/
tagrim.com,tagrim,6,11,True,True,8,3,0,0,0,0,0,0,0,15,0,2025-11-02T15:00:00.000Z,https://www.namecheap.com/market/sale/dsZ1rnCbdPYYZYS86Qs3nw/
bugtoy.com,bugtoy,6,11,True,True,8,3,0,0,0,0,0,0,0,15,0,2025-10-31T15:00:00.000Z,https://www.namecheap.com/market/sale/4QAEFQwfV8tC9Cv9AYfsQR/
yetold.com,yetold,6,11,True,True,8,3,0,0,0,0,0,0,0,15,0,2025-10-27T15:00:00.000Z,https://www.namecheap.com/market/sale/uReqK9MUvZUTvuq4BudjfQ/
fixown.com,fixown,6,11,True,True,8,3,0,0,0,0,0,0,0,15,0,2025-10-30T15:00:00.000Z,https://www.namecheap.com/market/sale/pkLN6P58ahHwTHHyaJ1GkZ/
badfur.com,badfur,6,11,True,True,8,3,0,0,0,0,0,0,0,15,0,2025-10-31T15:00:00.000Z,https://www.namecheap.com/market/sale/cMYanniA7Ae14uvRd3z2ZX/
seeraw.com,seeraw,6,11,True,True,8,3,0,0,0,0,0,0,0,2,0,2025-11-06T16:00:00.000Z,https://www.namecheap.com/market/sale/mp5VYA2g5smHkA5Du5GbWu/
bateat.com,bateat,6,11,True,True,8,3,0,0,0,0,0,0,0,15,0,2025-10-27T15:00:00.000Z,https://www.namecheap.com/market/sale/2ibfWArogzWa73pK2zRsdQ/
penany.com,penany,6,11,True,True,8,3,0,0,0,0,0,0,0,15,0,2025-10-26T15:00:00.000Z,https://www.namecheap.com/market/sale/4Txcxs47Knzu8BEEviAc8u/
girlway.com,girlway,7,11,True,True,8,3,0,0,0,0,0,0,0,15,0,2025-11-02T15:00:00.000Z,https://www.namecheap.com/market/sale/9UZbg6NVAfcYrf8PkiRLsx/
haytone.com,haytone,7,11,True,True,8,3,0,0,0,0,0,0,0,15,0,2025-10-25T15:00:00.000Z,https://www.namecheap.com/market/sale/hPnoqPVLJcrUEBXDatyUTC/
legsend.com,legsend,7,11,True,True,8,3,0,0,0,0,0,0,0,15,0,2025-10-26T15:00:00.000Z,https://www.namecheap.com/market/sale/5Zn3UyxjRUQK3MkNzzsTWU/
hotjust.com,hotjust,7,11,True,True,8,3,0,0,0,0,0,0,0,15,0,2025-10-21T15:00:00.000Z,https://www.namecheap.com/market/sale/ecNzD7RdxuJFouifiMrXUf/
backdot.com,backdot,7,11,True,True,8,3,0,0,0,0,0,0,0,15,0,2025-10-30T15:00:00.000Z,https://www.namecheap.com/market/sale/tLcnmAbpQVUdY3szFBCSPe/
fatbill.com,fatbill,7,11,True,True,8,3,0,0,0,0,0,0,0,1,0,2025-11-02T16:00:00.000Z,https://www.namecheap.com/market/sale/eXh7Gu8C5zRANMAk1hKJS2/
newquit.com,newquit,7,11,True,True,8,3,0,0,0,0,0,0,0,2,0,2025-10-23T15:00:00.000Z,https://www.namecheap.com/market/sale/vRtptZzR4yNCHUcvtetKPU/
kneekit.com,kneekit,7,11,True,True,8,3,0,0,0,0,0,0,0,15,0,2025-10-25T15:00:00.000Z,https://www.namecheap.com/market/sale/rzhmBi6gtVDt19wzuKQNhJ/
buttjob.com,buttjob,7,11,True,True,8,3,0,0,0,0,0,0,0,2,0,2025-11-06T16:00:00.000Z,https://www.namecheap.com/market/sale/4TQg6JKjnR1omZQ5T2A8P1/
seeidea.com,seeidea,7,11,True,True,8,3,0,0,0,0,0,0,0,2,0,2025-10-31T15:00:00.000Z,https://www.namecheap.com/market/sale/aeZgg9qnTeU7gwAXuJheWp/
chipmix.com,chipmix,7,11,True,True,8,3,0,0,0,0,0,0,0,15,0,2025-10-29T15:00:00.000Z,https://www.namecheap.com/market/sale/kUCyDDQggFKSUm2aYxkrea/
fuelban.com,fuelban,7,11,True,True,8,3,0,0,0,0,0,0,0,5,0,2025-10-20T15:00:00.000Z,https://www.namecheap.com/market/sale/hPVDptSHBrtTzZyrPXeChC/
namefee.com,namefee,7,11,True,True,8,3,0,0,0,0,0,0,0,1,0,2025-11-08T16:00:00.000Z,https://www.namecheap.com/market/sale/3m7T18SPKtNJbMCUawouYe/
shesole.com,shesole,7,11,True,True,8,3,0,0,0,0,0,0,0,2,0,2025-10-24T15:00:00.000Z,https://www.namecheap.com/market/sale/nxJpgMPuPJPj5fG6RqGs3i/
coineat.com,coineat,7,11,True,True,8,3,0,0,0,0,0,0,0,15,0,2025-11-02T15:00:00.000Z,https://www.namecheap.com/market/sale/vs9XTvqDPQi6ZrwoP94Wyz/
mereput.com,mereput,7,11,True,True,8,3,0,0,0,0,0,0,0,15,0,2025-10-30T15:00:00.000Z,https://www.namecheap.com/market/sale/8cfvUhdsR651dyDWgPJyjz/
jarfill.com,jarfill,7,11,True,True,8,3,0,0,0,0,0,0,0,1,0,2025-10-22T15:00:00.000Z,https://www.namecheap.com/market/sale/bjm4C1P31UL1WmgMspDsML/
eatmath.com,eatmath,7,11,True,True,8,3,0,0,0,0,0,0,0,1,0,2025-11-04T16:00:00.000Z,https://www.namecheap.com/market/sale/kfTrv9G5qAsnnzSuGg7wda/
hergood.com,hergood,7,11,True,True,8,3,0,0,0,0,0,0,0,5,0,2025-10-20T15:00:00.000Z,https://www.namecheap.com/market/sale/q46MZozpRUTzQ53DvVYDES/
coupsay.com,coupsay,7,11,True,True,8,3,0,0,0,0,0,0,0,2,0,2025-10-29T15:00:00.000Z,https://www.namecheap.com/market/sale/uh8XxmL8UoyrFtTggpKmr8/
eraride.com,eraride,7,11,True,True,8,3,0,0,0,0,0,0,0,15,0,2025-10-28T15:00:00.000Z,https://www.namecheap.com/market/sale/829RM6BZWQfVwpp4r6v44P/
fullago.com,fullago,7,11,True,True,8,3,0,0,0,0,0,0,0,15,0,2025-10-25T15:00:00.000Z,https://www.namecheap.com/market/sale/6zqd1Yc7GuLrEoGRqhwaeG/
flowtoo.com,flowtoo,7,11,True,True,8,3,0,0,0,0,0,0,0,15,0,2025-10-25T15:00:00.000Z,https://www.namecheap.com/market/sale/wRyo2A7NyqxKYwm3b2BeQ9/
bustill.com,bustill,7,11,True,True,8,3,0,0,0,0,0,0,0,15,0,2025-11-01T15:00:00.000Z,https://www.namecheap.com/market/sale/wBtco8CZovU9nuW9xJ5FH5/
fogpick.com,fogpick,7,11,True,True,8,3,0,0,0,0,0,0,0,15,0,2025-11-02T15:00:00.000Z,https://www.namecheap.com/market/sale/dMicoLj2m45hJfTRWiqgsM/
dipnest.com,dipnest,7,11,True,True,8,3,0,0,0,0,0,0,0,15,0,2025-11-02T15:00:00.000Z,https://www.namecheap.com/market/sale/wFR7ahZDHtYynMpPZDZenr/
iconadd.com,iconadd,7,11,True,True,8,3,0,0,0,0,0,0,0,15,0,2025-11-01T15:00:00.000Z,https://www.namecheap.com/market/sale/6BJWcZCsThq6KQR5bQR4EY/
ownwalk.com,ownwalk,7,11,True,True,8,3,0,0,0,0,0,0,0,15,0,2025-10-31T15:00:00.000Z,https://www.namecheap.com/market/sale/uo9n2kiWGufxjYMvfMcVty/
lotcook.com,lotcook,7,11,True,True,8,3,0,0,0,0,0,0,0,15,0,2025-10-31T15:00:00.000Z,https://www.namecheap.com/market/sale/eHhZ5p6KDLV6KRcJWR7K3E/
bitevil.com,bitevil,7,11,True,True,8,3,0,0,0,0,0,0,0,15,0,2025-10-28T15:00:00.000Z,https://www.namecheap.com/market/sale/bReFT67TpPwberk46j5VZX/
lessegg.com,lessegg,7,11,True,True,8,3,0,0,0,0,0,0,0,15,0,2025-10-28T15:00:00.000Z,https://www.namecheap.com/market/sale/1Byekhyiuidqtk1L15wQBD/
mathpat.com,mathpat,7,11,True,True,8,3,0,0,0,0,0,0,0,15,0,2025-10-28T15:00:00.000Z,https://www.namecheap.com/market/sale/wX7xWWb5SUBBtXaaTcdrzK/
bagpole.com,bagpole,7,11,True,True,8,3,0,0,0,0,0,0,0,15,0,2025-10-28T15:00:00.000Z,https://www.namecheap.com/market/sale/tcwDL3a9D8xpNbiYki9YKV/
gearlap.com,gearlap,7,11,True,True,8,3,0,0,0,0,0,0,0,15,0,2025-10-27T15:00:00.000Z,https://www.namecheap.com/market/sale/osWbPuQy7va3Y4cjjqpRXY/
songive.com,songive,7,11,True,True,8,3,0,0,0,0,0,0,0,15,0,2025-10-23T15:00:00.000Z,https://www.namecheap.com/market/sale/hC3wuzkp3zC9d72L7xktkR/
diptask.com,diptask,7,11,True,True,8,3,0,0,0,0,0,0,0,15,0,2025-10-23T15:00:00.000Z,https://www.namecheap.com/market/sale/qrYyqtWwSxXicwjv6E2Jnt/
askcope.com,askcope,7,11,True,True,8,3,0,0,0,0,0,0,0,15,0,2025-10-23T15:00:00.000Z,https://www.namecheap.com/market/sale/8Bisgm2eF1Lvwz8j3MUR8C/
fitdump.com,fitdump,7,11,True,True,8,3,0,0,0,0,0,0,0,15,0,2025-10-21T15:00:00.000Z,https://www.namecheap.com/market/sale/r3xY9kJEWD7KmoZ6GkAZDN/
eastsum.com,eastsum,7,11,True,True,8,3,0,0,0,0,0,0,0,15,0,2025-10-21T15:00:00.000Z,https://www.namecheap.com/market/sale/v1A61aVG1KR5rQuqrmagfQ/
modesay.com,modesay,7,11,True,True,8,3,0,0,0,0,0,0,0,15,0,2025-10-21T15:00:00.000Z,https://www.namecheap.com/market/sale/iK1UAcY22YoBzWdNCBFeEz/
namemom.com,namemom,7,11,True,True,8,3,0,0,0,0,0,0,0,15,0,2025-10-20T15:00:00.000Z,https://www.namecheap.com/market/sale/is6MwhvwB2ABmZPARRBFYk/
sumkeep.com,sumkeep,7,11,True,True,8,3,0,0,0,0,0,0,0,5,0,2025-10-20T15:00:00.000Z,https://www.namecheap.com/market/sale/e27EsHiNWym6zM19Zw8T6d/
leadpen.com,leadpen,7,11,True,True,8,3,0,0,0,0,0,0,0,15,0,2025-11-01T15:00:00.000Z,https://www.namecheap.com/market/sale/tXZFkRvLNL3YViRGnb3Usi/
bornetc.com,bornetc,7,11,True,True,8,3,0,0,0,0,0,0,0,1,0,2025-10-31T15:00:00.000Z,https://www.namecheap.com/market/sale/9p43UeKDoNGt7AzsdasdsA/
gasslot.com,gasslot,7,11,True,True,8,3,0,0,0,0,0,0,0,15,0,2025-10-26T15:00:00.000Z,https://www.namecheap.com/market/sale/omxWJTBE55LMcmc2untnRN/
sockpig.com,sockpig,7,11,True,True,8,3,0,0,0,0,0,0,0,1,0,2025-10-31T15:00:00.000Z,https://www.namecheap.com/market/sale/dcXtXzfVzdtukL9b1hJJVX/
twoearn.com,twoearn,7,11,True,True,8,3,0,0,0,0,0,0,0,15,0,2025-11-01T15:00:00.000Z,https://www.namecheap.com/market/sale/4pYJ2ZjKsJMvrD7YSWYhhN/
songwow.com,songwow,7,11,True,True,8,3,0,0,0,0,0,0,0,2,0,2025-10-31T15:00:00.000Z,https://www.namecheap.com/market/sale/45SMEwWkmVC64jJff27vay/
rimreal.com,rimreal,7,11,True,True,8,3,0,0,0,0,0,0,0,15,0,2025-11-01T15:00:00.000Z,https://www.namecheap.com/market/sale/f6rNPGmawEQPs7Pdt1dSnK/
hotsort.com,hotsort,7,11,True,True,8,3,0,0,0,0,0,0,0,15,0,2025-11-01T15:00:00.000Z,https://www.namecheap.com/market/sale/7uQgMKpAoHqbi82ZcU4Ufd/
palewin.com,palewin,7,11,True,True,8,3,0,0,0,0,0,0,0,2,0,2025-11-09T16:00:00.000Z,https://www.namecheap.com/market/sale/nFusT86huH9LFd8uBjUCLx/
fuellay.com,fuellay,7,11,True,True,8,3,0,0,0,0,0,0,0,2,0,2025-11-08T16:00:00.000Z,https://www.namecheap.com/market/sale/tP2mPbZv6F9HoePBxct89A/
fewfold.com,fewfold,7,11,True,True,8,3,0,0,0,0,0,0,0,15,0,2025-10-22T15:00:00.000Z,https://www.namecheap.com/market/sale/mc5VMC4Dz35GdhZS479yEU/
helptoy.com,helptoy,7,11,True,True,8,3,0,0,0,0,0,0,0,15,0,2025-11-01T15:00:00.000Z,https://www.namecheap.com/market/sale/4eStTYzt2yZeyyWHA4thzo/
mathetc.com,mathetc,7,11,True,True,8,3,0,0,0,0,0,0,0,1,0,2025-11-08T16:00:00.000Z,https://www.namecheap.com/market/sale/57qbxkzzvbQNKnuzgpYMQ9/
ideaend.com,ideaend,7,11,True,True,8,3,0,0,0,0,0,0,0,1,0,2025-11-04T16:00:00.000Z,https://www.namecheap.com/market/sale/qRvFcCJ9ByRjQJeasSrsPs/
giveend.com,giveend,7,11,True,True,8,3,0,0,0,0,0,0,0,2,0,2025-11-04T16:00:00.000Z,https://www.namecheap.com/market/sale/p1JxQaRqDxDtony691jGzV/
bowkick.com,bowkick,7,11,True,True,8,3,0,0,0,0,0,0,0,1,0,2025-11-03T16:00:00.000Z,https://www.namecheap.com/market/sale/cZnuFyoZeLknKUB6RJfSpm/
nortalk.com,nortalk,7,11,True,True,8,3,0,0,0,0,0,0,0,1,0,2025-10-31T15:00:00.000Z,https://www.namecheap.com/market/sale/kE9Ltew2w8FLBYVfjvG2ja/
rowdish.com,rowdish,7,11,True,True,8,3,0,0,0,0,0,0,0,15,0,2025-10-25T15:00:00.000Z,https://www.namecheap.com/market/sale/8Adsgu7whzbLyrjX7ptdGn/
sortjet.com,sortjet,7,11,True,True,8,3,0,0,0,0,0,0,0,15,0,2025-10-25T15:00:00.000Z,https://www.namecheap.com/market/sale/kpcxB89Qfe6T3sQkMuEdJE/
hardjar.com,hardjar,7,11,True,True,8,3,0,0,0,0,0,0,0,15,0,2025-10-24T15:00:00.000Z,https://www.namecheap.com/market/sale/k12vmQgCDDhV3jpE5ArSxc/
buckhat.com,buckhat,7,11,True,True,8,3,0,0,0,0,0,0,0,15,0,2025-10-24T15:00:00.000Z,https://www.namecheap.com/market/sale/vmf2aJJpV6iwMHaXLS3yGd/
rankand.com,rankand,7,11,True,True,8,3,0,0,0,0,0,0,0,15,0,2025-10-21T15:00:00.000Z,https://www.namecheap.com/market/sale/kdKn3XB1cWouiCL9VdLxJK/
ducklot.com,ducklot,7,11,True,True,8,3,0,0,0,0,0,0,0,15,0,2025-10-21T15:00:00.000Z,https://www.namecheap.com/market/sale/vuqgTrytp41x8Fiv9vpcNE/
sumhunt.com,sumhunt,7,11,True,True,8,3,0,0,0,0,0,0,0,15,0,2025-10-21T15:00:00.000Z,https://www.namecheap.com/market/sale/1C1nKFCeybBCQKuEMnKVFt/
polebuy.com,polebuy,7,11,True,True,8,3,0,0,0,0,0,0,0,15,0,2025-10-21T15:00:00.000Z,https://www.namecheap.com/market/sale/gYvvYMQ4vb5U4zwvfidXbr/
hipmine.com,hipmine,7,11,True,True,8,3,0,0,0,0,0,0,0,15,0,2025-10-20T15:00:00.000Z,https://www.namecheap.com/market/sale/jo68vG3m6okr4x8oJnWqMa/
hayluck.com,hayluck,7,11,True,True,8,3,0,0,0,0,0,0,0,15,0,2025-10-20T15:00:00.000Z,https://www.namecheap.com/market/sale/icJGB1vYX2bghjPF2rnm9o/
bombfun.com,bombfun,7,11,True,True,8,3,0,0,0,0,0,0,0,5,0,2025-10-20T15:00:00.000Z,https://www.namecheap.com/market/sale/hpV8SU6zpittfKCAtepwjW/
hiprest.com,hiprest,7,11,True,True,8,3,0,0,0,0,0,0,0,1,0,2025-10-23T15:00:00.000Z,https://www.namecheap.com/market/sale/mGHd19RnL3W9hFdtjtkTYc/
malename.com,malename,8,11,True,True,8,3,0,0,0,0,0,0,0,15,0,2025-10-26T15:00:00.000Z,https://www.namecheap.com/market/sale/e85bDSB3m9b617Hfdc55tQ/
pointkit.com,pointkit,8,11,True,True,8,3,0,0,0,0,0,0,0,15,0,2025-10-31T15:00:00.000Z,https://www.namecheap.com/market/sale/vrC4Jqp2R757FWegRnsMxc/
ringturn.com,ringturn,8,11,True,True,8,3,0,0,0,0,0,0,0,15,0,2025-11-01T15:00:00.000Z,https://www.namecheap.com/market/sale/rCcCqKmL5Pn7aETCMdLVHG/
outmotor.com,outmotor,8,11,True,True,8,3,0,0,0,0,0,0,0,15,0,2025-11-02T15:00:00.000Z,https://www.namecheap.com/market/sale/8diyxUHu69B9xZtLWjjEqM/
overwire.com,overwire,8,11,True,True,8,3,0,0,0,0,0,0,0,15,0,2025-10-31T15:00:00.000Z,https://www.namecheap.com/market/sale/t3JoZdrosGS2ikrV2f4wCw/
pastedit.com,pastedit,8,11,True,True,8,3,0,0,0,0,0,0,0,15,0,2025-10-30T15:00:00.000Z,https://www.namecheap.com/market/sale/6ajXLhVXFbyymJevWATLyi/
wowcoach.com,wowcoach,8,11,True,True,8,3,0,0,0,0,0,0,0,15,0,2025-10-28T15:00:00.000Z,https://www.namecheap.com/market/sale/9KFhZ3Ex5jQF8gsBxJ3Gow/
webbride.com,webbride,8,11,True,True,8,3,0,0,0,0,0,0,0,15,0,2025-10-23T15:00:00.000Z,https://www.namecheap.com/market/sale/osneMiarmwgusamFL6QxNf/
lipclass.com,lipclass,8,11,True,True,8,3,0,0,0,0,0,0,0,2,0,2025-10-27T15:00:00.000Z,https://www.namecheap.com/market/sale/kHdBe1KZimsD2zTHCksnsc/
